benchmark,times,nTasks,nNodes,nWorkers,Pending,Running,Completing,Completed,duration,performance
hpccptrans,4,16,2,2,2022-03-15T00:28:40Z,2022-03-15T00:59:10Z,2022-03-15T01:03:15Z,2022-03-15T01:03:15Z,35m16.619986849s,0.230132
hpccstream,1,16,2,2,2022-03-15T00:28:40Z,2022-03-15T01:03:59Z,2022-03-15T01:05:31Z,2022-03-15T01:05:31Z,37m25.637862667s,5.09967
hpccptrans,0,16,2,2,2022-03-15T00:28:40Z,2022-03-15T01:04:38Z,2022-03-15T01:09:28Z,2022-03-15T01:09:28Z,41m20.293071908s,0.288247
hpccrandomaccess,5,16,3,3,2022-03-15T00:28:40Z,2022-03-15T02:05:09Z,2022-03-15T02:08:01Z,2022-03-15T02:08:01Z,1h39m55.620116507s,0.0239457
hpccstream,0,16,2,2,2022-03-15T00:28:40Z,2022-03-15T01:02:22Z,2022-03-15T01:03:55Z,2022-03-15T01:03:55Z,35m55.639961294s,5.14399
hpccrandomaccess,2,16,2,2,2022-03-15T00:29:40Z,2022-03-15T01:10:03Z,2022-03-15T01:12:43Z,2022-03-15T01:12:43Z,43m45.639398434s,0.0195359
hpccstream,7,16,3,3,2022-03-15T00:29:41Z,2022-03-15T02:12:25Z,2022-03-15T02:13:57Z,2022-03-15T02:13:57Z,1h44m55.642930824s,6.45986
hpccrandomaccess,4,16,1,1,2022-03-15T00:29:40Z,2022-03-15T00:40:58Z,2022-03-15T00:43:36Z,2022-03-15T00:43:36Z,14m28.014685837s,0.170368
hpccrandomringbw,2,16,2,2,2022-03-15T00:29:40Z,2022-03-15T01:10:49Z,2022-03-15T01:12:32Z,2022-03-15T01:12:32Z,43m35.621443807s,0.0249798
hpccrandomringlat,2,16,2,2,2022-03-15T00:29:40Z,2022-03-15T01:10:49Z,2022-03-15T01:12:32Z,2022-03-15T01:12:32Z,43m35.621443807s,53.7932
hpccdgemm,4,16,3,3,2022-03-15T00:29:41Z,2022-03-15T02:08:39Z,2022-03-15T02:11:49Z,2022-03-15T02:11:49Z,1h42m44.584387502s,33.0938
hpccfft,4,16,2,2,2022-03-15T00:29:41Z,2022-03-15T01:06:09Z,2022-03-15T01:10:04Z,2022-03-15T01:10:04Z,41m4.631192724s,0.970788
hpccstream,4,16,1,1,2022-03-15T00:29:41Z,2022-03-15T00:42:58Z,2022-03-15T00:44:47Z,2022-03-15T00:44:47Z,15m44.639891705s,2.74795
hpccstream,5,16,1,1,2022-03-15T00:29:41Z,2022-03-15T00:45:28Z,2022-03-15T00:47:17Z,2022-03-15T00:47:17Z,18m15.240359206s,2.74483
hpccrandomaccess,8,16,3,3,2022-03-15T00:29:42Z,2022-03-15T02:18:53Z,2022-03-15T02:21:44Z,2022-03-15T02:21:45Z,1h52m44.635985256s,0.0262714
hpccrandomringbw,5,16,3,3,2022-03-15T00:29:42Z,2022-03-15T02:22:28Z,2022-03-15T02:24:16Z,2022-03-15T02:24:16Z,1h55m7.257151808s,0.0258362
hpccrandomringlat,5,16,3,3,2022-03-15T00:29:42Z,2022-03-15T02:22:28Z,2022-03-15T02:24:16Z,2022-03-15T02:24:16Z,1h55m7.257151808s,63.2201
hpccrandomringbw,8,16,1,1,2022-03-15T00:29:41Z,2022-03-15T00:44:11Z,2022-03-15T00:45:15Z,2022-03-15T00:45:15Z,16m7.075811785s,1.74766
hpccrandomringlat,8,16,1,1,2022-03-15T00:29:41Z,2022-03-15T00:44:11Z,2022-03-15T00:45:15Z,2022-03-15T00:45:15Z,16m7.075811785s,0.334097
hpccfft,8,16,3,3,2022-03-15T00:29:41Z,2022-03-15T02:14:33Z,2022-03-15T02:18:18Z,2022-03-15T02:18:18Z,1h49m14.630105113s,1.08342
hpccptrans,9,16,4,4,2022-03-15T00:31:42Z,2022-03-15T02:24:51Z,2022-03-15T02:29:43Z,2022-03-15T02:29:43Z,1h58m43.622721979s,0.301751
hpccfft,9,16,3,3,2022-03-15T00:32:42Z,2022-03-15T02:30:19Z,2022-03-15T02:34:01Z,2022-03-15T02:34:01Z,2h1m53.644145955s,1.09877
hpccrandomaccess,0,16,4,4,2022-03-15T00:34:42Z,2022-03-15T02:34:39Z,2022-03-15T02:37:28Z,2022-03-15T02:37:28Z,2h3m23.637800519s,0.0253866
hpccptrans,8,16,2,2,2022-03-15T00:35:42Z,2022-03-15T01:17:10Z,2022-03-15T01:22:13Z,2022-03-15T01:22:13Z,47m13.640949496s,0.243547
